,Tweets,Sentiment
1243,rt autusinvestment pls,1
1244,rt snipertradiing banknifty r trade banknifty optionstrading,1
1245,rsi banknifty last close today gt increased pts updates,1
1246,chart market respect yesterday held sand finally breakout weekly candle turned po,1
1247,premium group live market assistance gtgt high conviction intradayswing trades nifty dowjones banknifty,1
1248,rt ghoshsubhag banknifty short term view laxman rekha sma recent swing high amp range l,1
1249,expiry day trade setup bank nifty complete analysis youtube channel link bio,1
1250,rt autusinvestment pls,1
1251,overall week far really fucking boring levels got breached hope something nex,0
1252,today entry amp exit signals given setup bull bear always follow stoploss learni,0
1253,rt bansaljiiii bank nifty levels tomorrow resistance support pcr onl,1
1254,give minutes portfolio stocks news oct youtube link please,1
1255,rt tsunzhu nifty banknifty niftyoptions bearish nifty tf forming bearish abcd pattern,0
1256,traders options less percent trade outlook beyond days ath ath really,1
1257,rt nikipoojary banknifty levels oct expiry,1
1258,nifty gives flag breakout recent high clear target achieved,1
1259,jubilant foodworks breakout soon jublfood nseindia tradingview nifty banknifty priceaction,1
1260,yesbank nse intimation sep loansampadvances yoy rs cr deposits yoy rs cr,1
1261,rt mahant nifty banknifty niftyfuture bankniftyfuture cnxit wil book profit nifty amp counters near points co,1
1262,nifty banknifty niftyoptions bearish nifty tf forming bearish abcd pattern,0
1263,bank nifty levels tomorrow resistance support pcr,1
1264,check important daily major index indicator values follow sheet start,1
1265,santanu swatip provide best trading tipsbankniftyniftyequitybtst positional trade totally,1
1266,banknifty levels oct expiry,1
1267,hirengohel swatip provide best trading tipsbankniftyniftyequitybtst positional trade totally f,1
1268,rollover index banknifty day nifty banknifty nse stockmarkets quantspect,1
1269,nifty banknifty eod market data prediction oct,1
1270,rt isalmaniac telegram premium channel al,1
1271,pcr banknifty day nifty banknifty nse stockmarkets quantspect yashasinfinite source,1
1272,provide best trading tipsbankniftyniftyequitybtst positional trade totally free daily join,1
1273,rt forumstock niftymonday since ukrainerussiawar started keeping overnight position like pure gambling better avoid gamble,0
1274,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1275,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1276,bank nifty option strategies banknifty nifty viral sharemarket via youtube,1
1277,rt rajranga nifty action plan tomorrow amp day ie friday incase see dip towards intiate lo,1
1278,rt rajranga banknifty last close postional trade expectations october buy dips till k safe cb,0
1279,swing trade hdfc life insurance cmp tomorrow market gapup opening bullish target,1
1280,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1281,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1282,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1283,fact nifty cpr sell sgx market may trade sides prepared nifty,0
1284,intraday stocks oct cipla power grid dabur zeel gt trade updates group tele link,1
1285,markets r always tough traders investors buy stocks trades exact dip one,1
1286,trading rocket science edge risk management emotion control execution overcomplicate things,1
1287,rt manishverma hi tomorrow level banknifty intraday trade setup th october buying range level selling r,1
1288,futurestocks sc day nifty banknifty nse stockmarkets quantspect yashasinfinite source,1
1289,banknifty intraday trade setup oct banknifty chart tradingview,1
1290,u think bank nifty oct end banknifty bankniftyoptions bankniftyfuture,1
1291,futurestocks lu day nifty banknifty nse stockmarkets quantspect yashasinfinite source,1
1292,rt anandsh still wating hard earn money telegram youtube optiontrading nifty nifty ban,0
1293,rt chartistraju banknifty nifty chart level analysis chart strong resistance level disclaimer,1
1294,futurestocks lb day nifty banknifty nse stockmarkets quantspect yashasinfinite source,1
1295,futurestocks sb day nifty banknifty nse stockmarkets quantspect yashasinfinite source,1
1296,banknifty bankniftytoday bankniftyoption support resistance levels tradingview,1
1297,banknifty nifty chart level analysis chart strong resistance level disclaimer,1
1298,nifty amp banknifty trade setup oct shared premium group dm us interested premium servic,1
1299,rt niftymonday overnight position looking tweets timeline seems like everyone long positions,1
1300,th october levels optionaddict optionaddict bankniftyoptions banknifty nifty nifty,1
1301,banknifty view high low base,0
1302,rt deishma flow see think niftyfuture cmp daily close dn trend continuation,1
1303,hi tomorrow level banknifty intraday trade setup th october buying range level sellin,1
1304,niftymonday since ukrainerussiawar started keeping overnight position like pure gambling better avoid,0
1305,rt swastiktrading provide best trading tipsbank nifty nifty equitybtst positional trade totally free daily join,1
1306,rt swastiktrading provide best trading tipsbanknifty nifty equitybtst positional trade totally free daily join,1
1307,rt gauravfaria beginning october swing options trades package nifty call banknifty call,1
1308,rt valuevalue hey everyone new episode published vijayadashami let listen learn enjoy sgxnifty,1
1309,hey everyone new episode published vijayadashami let listen learn enjoy,1
1310,nifty banknifty niftyfuture bankniftyfuture cnxit wil book profit nifty amp counters near,1
1311,buy state bank india target price rs prabhudas lilladher timeframe year cmp sbin stockmarket investing banknifty,1
1312,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1313,rt intradayrj interesting indicator whenever higher side number sell break low candle lower side number bu,1
1314,simple trade setup banknifty intraday banknifty chart tradingview,1
1315,rt machismobeard tomorrow scenarios bears dowjones points sgxnifty flattened uk market bleeding sgx,0
1316,bank nifty levels banknifty chart tradingview,1
1317,rt machismobeard tomorrow scenarios bears dowjones points sgxnifty flattened uk market bleeding sgx,0
1318,interesting indicator whenever higher side number sell break low candle lower side n,0
1319,rt rajranga nifty action plan tomorrow amp day ie friday incase see dip towards intiate lo,0
1320,rt isalmaniac expiry day nifty banknifty trade setup gameplan october market review learn amp earn videos w,1
1321,rt machismobeard tomorrow scenarios bears dowjones points sgxnifty flattened uk market bleeding sgx,1
1322,beginning october swing options trades package nifty call banknifty call,1
1323,tomorrow scenarios bears dowjones points sgxnifty flattened uk market bleeding,0
1324,key support resistance levels banknifty niftybank nifty,1
1325,watch analysis tomorrow expiry market please like video amp subscribe channel banknifty,1
1326,rt valuevalue hey guys happy dussehra published new episode listen learn amp enjoy niftybank niftyopti,1
1327,hey guys happy dussehra published new episode listen learn amp enjoy niftybank,1
1328,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1329,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1330,rt upadhya indra yoga comes panchak day considered positive panchak possibilities remain active till nex,1
1331,banknifty banknifty chart tradingview,1
1332,banknifty last close postional trade expectations october buy dips till k safe cb,0
1333,bull market unless close bear market unless close lear,1
1334,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1335,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1336,rt trickykunal banknifty fut major support amp resistance nifty banknifty optionstrading options,1
1337,rt pngstockadvisor bank nifty view flat positive today banknifty chart tradingview,0
1338,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1339,ipo update electronic mart ipo expecting gain tradingview,1
1340,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1341,nifty banknifty niftyfuture bankniftyfuture cnxit dowjones nasdaq dont believe decoupling max wa,1
1342,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1343,prediction nifty banknifty open gap let see stockmarkets nifty banknifty,1
1344,rt openingtrader nifty tradeplan oct nifty bullish expected exipry range buy dips keeping sl spot,1
1345,tmt nifty spot close close resistance zone act support next resistance,1
1346,banknifty banknifty daily index chart days fibonacci retracement levels fibonacci support levels,1
1347,pr trading premium monthly k k profit join premium service low fee try support services thank,1
1348,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1349,banknifty fut major support amp resistance nifty banknifty optionstrading options,1
1350,rt deishma flow see think niftyfuture cmp daily close dn trend continuation,1
1351,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1352,nifty action plan tomorrow amp day ie friday incase see dip towards intiate,0
1353,overnight position looking tweets timeline seems like everyone long positions,1
1354,sorry say woman must stop posting pics twitter attract idiots mentorship pro,1
1355,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1356,us market opening update stockmarket sensex nifty banknifty investing,1
1357,rt thebiggerbull amber enterprises tend line pattern would buy breakout target target stop loss,1
1358,rt dishankdodia banknifty looks convincing weekly follow setups retweet like tags stockstobuy,1
1359,much illiteracy country people fall idiots nifty banknifty,1
1360,rt ghoshsubhag banknifty heading towards till holding diwali astrology elliottwave nifty mercury,1
1361,banknifty looks convincing weekly follow setups retweet like tags,1
1362,banknifty likely tgt arnd current correction shd end monthltp,0
1363,nifty fut major support amp resistance nifty banknifty optionstrading options,1
1364,power great master machismobeard accurate view dowjones points destroyed nifty,1
1365,market banknifty bankniftyoptions stockmarketindia optionstrading optionbuying trading bank nifty gained,1
1366,something tried looks exciting view pls let know sugge,1
1367,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1368,rt scorpiomanojfrm banknifty futures long stop target plus w pattern major support rising admin good luck,1
1369,amber enterprises tend line pattern would buy breakout target target stop loss,1
1370,rt markettakers market banknifty bankniftyoptions stockmarketindia trading keep simple trading give better,1
1371,sgx nifty flat good news longs dow almost points sgx nifty flat reco,1
1372,americas dowjones trying hold k level certainly cob bearish pull range bound,0
1373,moving average road map must follow movingaverage macd trading investment stockmarket stocks,1
1374,moving average road map must follow movingaverage trading investment stockmarket stocks sharemarket,1
1375,rt scorpiomanojfrm banknifty start till pm pivot shift indicator upward sloping first red came pm,1
1376,nifty closed strong bullish candle last session range gt trade setup group dm us interest,1
1377,trade bank nifty thursday answer bankniftyoptions banknifty bankniftyfuture niftybank,1
1378,rt axeabhishek happy booked highest overnight profit till date three imp lessons learned till date book profits yo,1
1379,banknifty witness significant fall tomorrow nifty banknifty,1
1380,rt nitishsh james bond action abv cautious markets dnt watch tv nifty banknifty,1
1381,maverickamit cnbcawaaz aeharshada subhashmaurya copy trade live market hours youtube,1
1382,rt upadhya panchak effective period trader use panchak range trading extensively th,1
1383,rt wifebnf onetbangar options buying means throne crown king premium change bnf points jumping p,1
1384,dlf sells luxury homes new project gurugram rs cr tele link,1
1385,punjab national bank launched whatsapp banking customers non customers tele link,1
1386,tcs wipro asks employees work office days week tele link,1
1387,adani tata power plan raise bn green bonds new projects business standard tele link,1
